GRID_ID,DSP_CNT_IDEX,clustering,weight
41745204,0,-1,1.0
38645124,0,-1,1.0
38645304,0,-1,1.0
38645314,0,-1,1.0
38745084,0,-1,1.0
38745094,0,-1,1.0
38745134,0,-1,1.0
38745184,0,-1,1.0
38745214,0,-1,1.0
38745234,0,-1,1.0
38845194,0,-1,1.0
38845214,0,-1,1.0
38845234,0,-1,1.0
38945064,0,-1,1.0
38945134,0,-1,1.0
39045194,0,-1,1.0
39045204,0,-1,1.0
39145064,0,-1,1.0
39145074,0,-1,1.0
39145104,0,-1,1.0
38545214,0,-1,1.0
38445334,0,-1,1.0
38345364,0,-1,1.0
38345284,0,-1,1.0
41545154,0,-1,1.0
37845174,0,-1,1.0
37845184,0,-1,1.0
37845214,0,-1,1.0
37845264,0,-1,1.0
37845284,0,-1,1.0
37945284,0,-1,1.0
38045274,0,-1,1.0
38045314,0,-1,1.0
39145254,0,-1,1.0
38045324,0,-1,1.0
38145344,0,-1,1.0
38145354,0,-1,1.0
38245264,0,-1,1.0
38245314,0,-1,1.0
38245364,0,-1,1.0
38245374,0,-1,1.0
38345144,0,-1,1.0
38345174,0,-1,1.0
38345184,0,-1,1.0
38145274,0,-1,1.0
39145304,0,-1,1.0
37845274,0,-1,1.0
39245074,0,-1,1.0
40345204,0,-1,1.0
40345214,0,-1,1.0
40345274,0,-1,1.0
40345324,0,-1,1.0
40345364,0,-1,1.0
40445104,0,-1,1.0
40445154,0,-1,1.0
40445184,0,-1,1.0
40445194,0,-1,1.0
40445204,0,-1,1.0
40545384,0,-1,1.0
40645104,0,-1,1.0
40745104,0,-1,1.0
40745334,0,-1,1.0
40745344,0,-1,1.0
40845334,0,-1,1.0
40845344,0,-1,1.0
39145334,0,-1,1.0
41445124,0,-1,1.0
40345184,0,-1,1.0
40345134,0,-1,1.0
40745354,0,-1,1.0
40245364,0,-1,1.0
39245114,0,-1,1.0
40245384,0,-1,1.0
39345124,0,-1,1.0
39445124,0,-1,1.0
39645204,0,-1,1.0
39645364,0,-1,1.0
39645374,0,-1,1.0
39745384,0,-1,1.0
39845394,0,-1,1.0
39445114,0,-1,1.0
39945294,0,-1,1.0
40245274,0,-1,1.0
40245264,0,-1,1.0
39945224,0,-1,1.0
40245134,0,-1,1.0
40145384,0,-1,1.0
39245184,0,-1,1.0
40045234,0,-1,1.0
40045184,0,-1,1.0
40045224,0,-1,1.0
40045214,0,-1,1.0
39945194,1,0,1.02
39445184,1,0,1.02
39445194,1,0,1.02
39445344,1,0,1.02
39445404,1,0,1.02
39445414,1,0,1.02
39545174,1,0,1.02
39545184,1,0,1.02
39545194,1,0,1.02
39545204,1,0,1.02
39545354,1,0,1.02
39745214,1,0,1.02
39745294,1,0,1.02
39845294,1,0,1.02
39345434,1,0,1.02
39945364,1,0,1.02
39645484,1,0,1.02
39045264,1,0,1.02
39345114,1,0,1.02
38745244,1,0,1.02
39945424,1,0,1.02
38845064,1,0,1.02
38845164,1,0,1.02
38845184,1,0,1.02
38845344,1,0,1.02
38945194,1,0,1.02
38945254,1,0,1.02
39345164,1,0,1.02
38945354,1,0,1.02
39045214,1,0,1.02
39145054,1,0,1.02
39145094,1,0,1.02
39145204,1,0,1.02
39245304,1,0,1.02
39245324,1,0,1.02
39245334,1,0,1.02
39245364,1,0,1.02
39045184,1,0,1.02
40045244,1,0,1.02
40845164,1,0,1.02
40045334,1,0,1.02
41045174,1,0,1.02
41145284,1,0,1.02
41245144,1,0,1.02
41245394,1,0,1.02
41345144,1,0,1.02
41345154,1,0,1.02
41645154,1,0,1.02
41745154,1,0,1.02
41845174,1,0,1.02
42345124,1,0,1.02
44145084,1,0,1.02
44145094,1,0,1.02
44945564,1,0,1.02
45045614,1,0,1.02
48845074,1,0,1.02
49945514,1,0,1.02
38745224,1,0,1.02
40945604,1,0,1.02
40945144,1,0,1.02
40945124,1,0,1.02
40745204,1,0,1.02
40145174,1,0,1.02
40145214,1,0,1.02
40145234,1,0,1.02
40145244,1,0,1.02
40145254,1,0,1.02
40245144,1,0,1.02
40245294,1,0,1.02
40345124,1,0,1.02
40045314,1,0,1.02
40345154,1,0,1.02
40445124,1,0,1.02
40445324,1,0,1.02
40445384,1,0,1.02
40545134,1,0,1.02
40545224,1,0,1.02
40645114,1,0,1.02
40645164,1,0,1.02
40645214,1,0,1.02
40345164,1,0,1.02
38645334,1,0,1.02
37645864,1,0,1.02
38345074,1,0,1.02
37945244,1,0,1.02
38145104,1,0,1.02
38645184,1,0,1.02
38245244,1,0,1.02
38245174,1,0,1.02
38445094,1,0,1.02
38445354,1,0,1.02
38045054,1,0,1.02
38045064,1,0,1.02
38245074,1,0,1.02
38045074,1,0,1.02
38445144,1,0,1.02
38545354,1,0,1.02
37945234,1,0,1.02
38245044,1,0,1.02
38045184,1,0,1.02
38445124,1,0,1.02
38145284,1,0,1.02
38145254,1,0,1.02
38045304,1,0,1.02
38445134,1,0,1.02
38145194,1,0,1.02
38545204,1,0,1.02
38045864,1,0,1.02
38145144,1,0,1.02
38545224,1,0,1.02
38145044,1,0,1.02
38145074,1,0,1.02
38145314,1,0,1.02
38245284,1,0,1.02
38645074,1,0,1.02
38345154,1,0,1.02
38345294,1,0,1.02
38445284,1,0,1.02
37845204,1,0,1.02
38245344,1,0,1.02
38645224,1,0,1.02
38445174,1,0,1.02
38345194,1,0,1.02
37945184,1,0,1.02
38645194,1,0,1.02
38245354,1,0,1.02
37945174,1,0,1.02
37945084,1,0,1.02
39045354,2,0,1.02
38345264,2,0,1.02
39945394,2,0,1.02
39445394,2,0,1.02
39345304,2,0,1.02
38445344,2,0,1.02
40945164,2,0,1.02
38445274,2,0,1.02
40845204,2,0,1.02
39345404,2,0,1.02
39345414,2,0,1.02
38145114,2,0,1.02
38545274,2,0,1.02
39045334,2,0,1.02
39445384,2,0,1.02
41845184,2,0,1.02
39745204,2,0,1.02
38545114,2,0,1.02
40645364,2,0,1.02
38545324,2,0,1.02
38545334,2,0,1.02
39145244,2,0,1.02
41845204,2,0,1.02
38345084,2,0,1.02
40045374,2,0,1.02
38245204,2,0,1.02
38345054,2,0,1.02
39145364,2,0,1.02
40145344,2,0,1.02
38245254,2,0,1.02
38145244,2,0,1.02
40145354,2,0,1.02
40545174,2,0,1.02
38645084,2,0,1.02
39845204,2,0,1.02
38645234,2,0,1.02
38645174,2,0,1.02
38945104,2,0,1.02
37845164,2,0,1.02
40445144,2,0,1.02
37945274,2,0,1.02
38745274,2,0,1.02
38845324,2,0,1.02
38745284,2,0,1.02
40245234,2,0,1.02
38845274,2,0,1.02
38145054,2,0,1.02
40245224,2,0,1.02
38845104,2,0,1.02
38045094,2,0,1.02
37845154,2,0,1.02
38845094,2,0,1.02
38945694,2,0,1.02
39845344,2,0,1.02
40345114,2,0,1.02
38645134,2,0,1.02
38045284,2,0,1.02
39045104,2,0,1.02
39845374,2,0,1.02
39545214,2,0,1.02
38945294,2,0,1.02
39845214,2,0,1.02
37945064,3,0,1.02
38645294,3,0,1.02
39645224,3,0,1.02
39345394,3,0,1.02
39745224,3,0,1.02
39345074,3,0,1.02
41145174,3,0,1.02
38745154,3,0,1.02
38745164,3,0,1.02
39345204,3,0,1.02
40745184,3,0,1.02
41045124,3,0,1.02
40145304,3,0,1.02
38545154,3,0,1.02
41445174,3,0,1.02
41145164,3,0,1.02
38745204,3,0,1.02
40745114,3,0,1.02
41445154,3,0,1.02
39745374,3,0,1.02
40145204,3,0,1.02
38145134,3,0,1.02
40845154,3,0,1.02
39045084,3,0,1.02
38145224,3,0,1.02
39045394,3,0,1.02
39745324,3,0,1.02
38645054,3,0,1.02
38045214,3,0,1.02
39145154,3,0,1.02
40545324,3,0,1.02
38345134,3,0,1.02
39545384,3,0,1.02
38945244,3,0,1.02
40845134,3,0,1.02
38945224,3,0,1.02
38945184,3,0,1.02
38245154,3,0,1.02
37945134,3,0,1.02
37945294,3,0,1.02
37945264,3,0,1.02
40645154,3,0,1.02
38845334,3,0,1.02
40545354,3,0,1.02
40745194,4,0,1.02
40145284,4,0,1.02
40445344,4,0,1.02
40245184,4,0,1.02
40145314,4,0,1.02
40845104,4,0,1.02
40445354,4,0,1.02
40445374,4,0,1.02
39545224,4,0,1.02
40645124,4,0,1.02
39445354,4,0,1.02
40545124,4,0,1.02
40545114,4,0,1.02
38245054,4,0,1.02
41045114,4,0,1.02
39045094,4,0,1.02
38045294,4,0,1.02
39945354,4,0,1.02
38945344,4,0,1.02
38045084,4,0,1.02
38545054,4,0,1.02
39045114,4,0,1.02
38845284,4,0,1.02
38845124,4,0,1.02
37945114,4,0,1.02
38745294,4,0,1.02
37845194,4,0,1.02
37845134,4,0,1.02
37745144,4,0,1.02
38845254,4,0,1.02
39045124,4,0,1.02
39045284,4,0,1.02
39245084,4,0,1.02
41045164,4,0,1.02
41545164,4,0,1.02
41745194,4,0,1.02
39345084,4,0,1.02
41845194,4,0,1.02
38245304,4,0,1.02
39245174,4,0,1.02
39245164,4,0,1.02
39045374,4,0,1.02
40345144,4,0,1.02
38245144,4,0,1.02
40045204,4,0,1.02
38145334,4,0,1.02
38145324,4,0,1.02
38145304,4,0,1.02
39745284,4,0,1.02
39145314,4,0,1.02
39945284,5,0,1.02
40145274,5,0,1.02
39945374,5,0,1.02
38645274,5,0,1.02
38545064,5,0,1.02
39045384,5,0,1.02
38945334,5,0,1.02
39145264,5,0,1.02
39545364,5,0,1.02
39245274,5,0,1.02
38545314,5,0,1.02
38045164,5,0,1.02
41545174,5,0,1.02
41245174,5,0,1.02
37945224,5,0,1.02
39045344,5,0,1.02
37945194,5,0,1.02
38345374,5,0,1.02
37845094,5,0,1.02
38445054,5,0,1.02
38445064,5,0,1.02
40545164,5,0,1.02
38645284,5,0,1.02
40445174,5,0,1.02
38445194,5,0,1.02
38845084,5,0,1.02
38645144,5,0,1.02
37845104,6,0,1.02
39945204,6,0,1.02
39945334,6,0,1.02
39845334,6,0,1.02
39845304,6,0,1.02
38445204,6,0,1.02
38245134,6,0,1.02
38245334,6,0,1.02
41745214,6,0,1.02
41745164,6,0,1.02
38345324,6,0,1.02
38445264,6,0,1.02
38345344,6,0,1.02
40845114,6,0,1.02
40645354,6,0,1.02
40445224,6,0,1.02
40345374,6,0,1.02
40345284,6,0,1.02
38145184,6,0,1.02
39845284,6,0,1.02
39845354,6,0,1.02
38945284,6,0,1.02
39145344,6,0,1.02
39345194,6,0,1.02
39445364,6,0,1.02
39445334,6,0,1.02
38845114,6,0,1.02
38645204,6,0,1.02
39045324,6,0,1.02
39145144,6,0,1.02
39345294,6,0,1.02
39045224,6,0,1.02
38845264,7,0,1.02
38045194,7,0,1.02
41345164,7,0,1.02
39945384,7,0,1.02
39545374,7,0,1.02
40145294,7,0,1.02
38345274,7,0,1.02
39445374,7,0,1.02
40745154,7,0,1.02
39245344,7,0,1.02
39345374,7,0,1.02
38545194,7,0,1.02
38345254,7,0,1.02
38345064,7,0,1.02
38545264,7,0,1.02
39345384,7,0,1.02
38145094,7,0,1.02
38745304,7,0,1.02
38145204,7,0,1.02
39145084,7,0,1.02
38445374,7,0,1.02
39145214,7,0,1.02
39145234,7,0,1.02
39145294,7,0,1.02
39945274,7,0,1.02
39745344,7,0,1.02
39945304,7,0,1.02
37945164,7,0,1.02
38545174,7,0,1.02
40145374,7,0,1.02
39045064,7,0,1.02
39045234,7,0,1.02
40845144,8,0,1.02
37945124,8,0,1.02
40745124,8,0,1.02
40445334,8,0,1.02
38745194,8,0,1.02
40445164,8,0,1.02
39345364,8,0,1.02
40045284,8,0,1.02
38345334,8,0,1.02
38045204,8,0,1.02
38145174,8,0,1.02
39145114,8,0,1.02
38245194,8,0,1.02
38245274,8,0,1.02
37845084,8,0,1.02
40045194,8,0,1.02
37745124,8,0,1.02
39245314,8,0,1.02
38645154,8,0,1.02
38945214,8,0,1.02
38445324,8,0,1.02
38945274,8,0,1.02
38545164,8,0,1.02
41445164,9,0,1.02
39145354,9,0,1.02
41245164,9,0,1.02
39145184,9,0,1.02
38945094,9,0,1.02
39045134,9,0,1.02
39345344,9,0,1.02
37945074,9,0,1.02
38045174,9,0,1.02
38645264,9,0,1.02
40145364,9,0,1.02
40045324,9,0,1.02
39845364,9,0,1.02
39945234,9,0,1.02
39945344,10,11,1.04
39145224,10,11,1.04
39445224,10,11,1.04
38345204,10,11,1.04
40145194,10,11,1.04
40045364,10,11,1.04
39145174,10,11,1.04
38945314,10,11,1.04
38945234,10,11,1.04
38845074,10,11,1.04
41645174,11,11,1.04
38845294,11,11,1.04
38545284,11,11,1.04
39445214,11,11,1.04
40745174,11,11,1.04
40045344,11,11,1.04
38345244,11,11,1.04
39045304,11,11,1.04
38545344,11,11,1.04
38545084,11,11,1.04
37945154,11,11,1.04
37845144,11,11,1.04
39545234,11,11,1.04
38745254,11,11,1.04
38545184,11,11,1.04
39745304,11,11,1.04
40545304,11,11,1.04
39245244,11,11,1.04
41745184,12,11,1.04
39845274,12,11,1.04
39345354,12,11,1.04
40545364,12,11,1.04
39045274,12,11,1.04
39245254,12,11,1.04
39345334,12,11,1.04
39045364,12,11,1.04
38645064,12,11,1.04
39745334,12,11,1.04
39745354,12,11,1.04
37745154,13,11,1.04
40245374,13,11,1.04
40345384,13,11,1.04
38245214,13,11,1.04
40045304,13,11,1.04
39745364,13,11,1.04
40845124,13,11,1.04
38945084,13,11,1.04
39945314,13,11,1.04
39845234,13,11,1.04
39245294,13,11,1.04
40745134,13,11,1.04
39545344,14,11,1.04
38245294,14,11,1.04
38145064,14,11,1.04
38245224,14,11,1.04
38145214,14,11,1.04
39445314,14,11,1.04
38745324,14,11,1.04
40545154,14,11,1.04
38945324,14,11,1.04
40145184,14,11,1.04
38745264,14,11,1.04
39045074,14,11,1.04
39945244,14,11,1.04
38345214,15,11,1.04
39045244,15,11,1.04
38445364,15,11,1.04
38845134,15,11,1.04
39645354,16,11,1.04
40745164,16,11,1.04
38545234,16,11,1.04
39845384,16,11,1.04
39045314,16,11,1.04
39445234,16,11,1.04
37845124,17,11,1.04
38745064,17,11,1.04
38545304,17,11,1.04
39345214,17,11,1.04
40045294,17,11,1.04
38645254,17,11,1.04
40945114,17,11,1.04
39145164,17,11,1.04
39445204,17,11,1.04
39345314,18,11,1.04
38745314,19,11,1.04
38245234,19,11,1.04
39845254,19,11,1.04
38845314,19,11,1.04
39045294,19,11,1.04
39845324,20,11,1.04
40645144,20,11,1.04
38445294,20,11,1.04
39845314,20,11,1.04
40045274,20,11,1.04
38245184,20,11,1.04
40545374,20,11,1.04
39945324,21,11,1.04
40345174,21,11,1.04
38345234,21,11,1.04
38945264,21,11,1.04
39345324,21,11,1.04
40045354,21,11,1.04
39245234,22,11,1.04
41745174,22,11,1.04
