index,month,day,TIME,TOTAL_FP_IDEX,clustering,score
510,3,27,4,-0.40965575292775486,14,3.0
460,3,19,3,-0.4095641754292962,14,3.0
436,3,15,7,-0.40955443953903176,14,3.0
764,5,12,5,-0.4093938455604006,14,3.0
810,5,19,3,-0.4092754225135318,14,3.0
1301,9,9,5,-0.40910933562855667,14,3.0
517,3,28,4,-0.4087991779712916,14,3.0
1117,7,26,4,-0.40870614698151897,14,3.0
1599,11,9,3,-0.40864485097398073,14,3.0
189,2,5,0,-0.4085163365846097,14,3.0
227,2,12,2,-0.4084720470128911,14,3.0
1273,9,3,3,-0.4084436451397441,14,3.0
1618,11,13,4,-0.4082690040199491,14,3.0
1646,11,18,4,-0.40823846327689134,14,3.0
1744,12,4,4,-0.4080155930417844,14,3.0
344,3,3,6,-0.40790174715874583,14,3.0
273,2,21,0,-0.40773134357428625,14,3.0
1635,11,16,5,-0.4076320238403877,14,3.0
378,3,8,1,-0.40740890143611425,14,3.0
621,4,16,2,-0.40740289887424075,14,3.0
791,5,16,4,-0.4071924056008612,14,3.0
815,5,20,5,-0.4067260047737988,14,3.0
524,3,29,3,-0.40581940805146444,14,3.0
637,4,19,2,-0.4057705788746804,14,3.0
295,2,24,0,-0.4057162562839598,14,3.0
1299,9,9,3,-0.4053336072386554,14,3.0
1737,12,3,5,-0.40518049884917984,14,3.0
1434,10,6,5,-0.4051019819687584,14,3.0
1625,11,14,2,-0.4040374008731833,14,3.0
1366,9,19,0,-0.40397382595210723,14,3.0
1333,9,13,3,-0.4038631091808189,14,3.0
1042,7,9,0,-0.40386125759405617,14,3.0
1493,10,21,4,-0.4036987164720879,14,3.0
556,4,4,0,-0.4029575925210214,14,3.0
406,3,11,5,-0.40271114119997087,14,3.0
754,5,10,0,-0.4025464524307764,14,3.0
1171,8,10,4,-0.40207387442217074,14,3.0
679,4,24,3,-0.40206116802105185,14,3.0
497,3,25,0,-0.4020373891169935,14,3.0
1459,10,12,2,-0.4019241654987574,14,3.0
1680,11,25,0,-0.4019150466801401,14,3.0
1505,10,23,3,-0.40142050552295244,14,3.0
1472,10,16,0,-0.40135640395909367,14,3.0
1047,7,10,0,-0.40093257442395386,14,3.0
1779,12,9,1,-0.40040007848278597,14,3.0
1360,9,18,0,-0.40025752366876405,14,3.0
253,2,16,1,-0.39993193623153006,14,3.0
505,3,26,4,-0.39964938579462156,14,3.0
1012,7,3,3,-0.39944098455113275,14,3.0
1634,11,16,4,-0.39929333632611597,14,3.0
1604,11,10,2,-0.3992665821718964,14,3.0
182,2,4,3,-0.39898819128678226,14,3.0
234,2,13,0,-0.39889342309576636,14,3.0
849,5,28,4,-0.39842500347589094,14,3.0
1324,9,12,1,-0.39829413853984963,14,3.0
1348,9,16,0,-0.39815716260150513,14,3.0
893,6,7,8,-0.3975384503983211,14,3.0
1566,11,4,5,-0.397104901556837,14,3.0
615,4,15,4,-0.39678300155577384,14,3.0
310,2,26,4,-0.3960278120395531,14,3.0
652,4,21,4,-0.3959904110496287,14,3.0
1223,8,23,2,-0.39568229704805624,14,3.0
1584,11,7,1,-0.3955489732424829,14,3.0
1640,11,17,5,-0.39552692022067926,14,3.0
1438,10,7,0,-0.39499581151650903,14,3.0
492,3,24,2,-0.3948210170577025,14,3.0
1650,11,19,2,-0.39470912208351827,14,3.0
650,4,21,2,-0.39465318228695023,14,3.0
1515,10,25,4,-0.39465308929054177,14,3.0
726,5,3,7,-0.3944183690442482,14,3.0
168,2,2,2,-0.3942881585347482,14,3.0
1773,12,8,2,-0.3942343273724787,14,3.0
732,5,4,6,-0.3938999836015669,14,3.0
269,2,20,3,-0.3938221398215462,14,3.0
432,3,14,6,-0.39367545835883344,14,3.0
1291,9,7,2,-0.3930472270300123,14,3.0
429,3,14,2,-0.39298354185558915,14,3.0
1824,12,16,0,-0.39280336950732603,14,3.0
826,5,22,3,-0.392801537264817,14,3.0
715,4,29,6,-0.3927337926200942,14,3.0
785,5,15,5,-0.39265387244799105,14,3.0
336,3,2,6,-0.3922597333721412,14,3.0
214,2,8,2,-0.39205615880346545,14,3.0
473,3,21,3,-0.3918829618028551,14,3.0
462,3,19,6,-0.39128437522674897,14,3.0
220,2,10,1,-0.39119140442300787,14,3.0
1632,11,16,2,-0.39112711423001756,14,3.0
783,5,15,2,-0.3909865178976704,14,3.0
383,3,8,6,-0.3909516500983041,14,3.0
130,1,25,2,-0.39078081972075607,14,3.0
756,5,10,5,-0.39074646745670216,14,3.0
61,1,13,3,-0.3902780654922282,14,3.0
1310,9,10,3,-0.38996375470799843,14,3.0
1284,9,6,6,-0.38961321381843883,14,3.0
1887,12,26,0,-0.3895767773103189,14,3.0
922,6,12,5,-0.3895254458154485,14,3.0
1609,11,11,1,-0.3893544328534695,14,3.0
876,6,3,1,-0.38901201410407144,14,3.0
1644,11,18,2,-0.3886952526262268,14,3.0
685,4,25,4,-0.38850015803557164,14,3.0
1510,10,24,0,-0.38844548553744496,14,3.0
468,3,20,4,-0.3882510980534028,14,3.0
1776,12,8,5,-0.38819534583512205,14,3.0
1317,9,11,1,-0.3880357645107102,14,3.0
58,1,12,5,-0.3871787888626484,14,3.0
209,2,7,5,-0.38706150475566176,14,3.0
1527,10,27,4,-0.3861209715908994,14,3.0
1806,12,13,3,-0.3860128665732558,14,3.0
593,4,10,4,-0.38594189088977515,14,3.0
713,4,29,4,-0.3856195982120662,14,3.0
1553,11,2,1,-0.38552770769589534,14,3.0
1085,7,19,4,-0.3853689188941185,14,3.0
207,2,7,3,-0.38475162978837746,14,3.0
1439,10,7,1,-0.3839016875403663,14,3.0
1089,7,21,0,-0.3838762628748319,14,3.0
1197,8,16,6,-0.38380912174435716,14,3.0
842,5,26,5,-0.38355345166643334,14,3.0
99,1,19,5,-0.38345250070111203,14,3.0
1565,11,4,2,-0.3830332012050958,14,3.0
91,1,18,4,-0.38263771072108005,4,4.0
898,6,8,0,-0.3816497712960885,4,4.0
455,3,18,5,-0.38159621252740544,4,4.0
557,4,4,1,-0.38154385905936994,4,4.0
461,3,19,4,-0.38151340831265773,4,4.0
1389,9,23,5,-0.3814917286018587,4,4.0
135,1,26,0,-0.3814674998593814,4,4.0
1165,8,9,2,-0.38120141186501716,4,4.0
1580,11,6,0,-0.3811634349483224,4,4.0
297,2,24,3,-0.3806714462380312,4,4.0
1492,10,21,2,-0.3802477671711198,4,4.0
698,4,27,5,-0.3801708945296287,4,4.0
668,4,23,1,-0.3801438138472484,4,4.0
1889,12,26,3,-0.38006601441400034,4,4.0
1257,8,30,0,-0.37970979707503677,4,4.0
784,5,15,4,-0.3792483784739919,4,4.0
671,4,23,5,-0.37877578304252985,4,4.0
18,1,4,8,-0.37844130476834337,4,4.0
840,5,26,2,-0.37803306472229575,4,4.0
493,3,24,3,-0.3778487466170141,4,4.0
1114,7,26,1,-0.3774873234299806,4,4.0
1520,10,26,3,-0.3774195556395566,4,4.0
1149,8,5,0,-0.37735716717707596,4,4.0
1750,12,5,3,-0.37729028488882643,4,4.0
1735,12,3,3,-0.37715386085573993,4,4.0
1764,12,7,5,-0.37698159147845917,4,4.0
1790,12,10,2,-0.37608681430562874,4,4.0
900,6,8,4,-0.37588347784856097,4,4.0
302,2,25,2,-0.37524886251870804,4,4.0
669,4,23,2,-0.3751663647501604,4,4.0
1516,10,25,6,-0.37508807846418135,4,4.0
1690,11,26,4,-0.37497564530758304,4,4.0
215,2,8,4,-0.3745946870045249,4,4.0
1775,12,8,4,-0.3745420715123871,4,4.0
1224,8,23,4,-0.3739108197422137,4,4.0
1626,11,14,6,-0.3731207970534118,4,4.0
1337,9,14,2,-0.3726783665160443,4,4.0
1743,12,4,2,-0.3725320714297974,4,4.0
1285,9,6,7,-0.37241391773615856,4,4.0
1013,7,3,4,-0.37229097686257856,4,4.0
90,1,18,3,-0.3718151646020345,4,4.0
1581,11,6,5,-0.37167237474808473,4,4.0
1526,10,27,1,-0.37147459599624416,4,4.0
1801,12,12,0,-0.3714170794925283,4,4.0
835,5,24,8,-0.3713028064835507,4,4.0
236,2,13,2,-0.3707565102463288,4,4.0
1795,12,11,1,-0.3706895052269286,4,4.0
1796,12,11,4,-0.37055356452928695,4,4.0
1664,11,21,4,-0.37047831075765475,4,4.0
1763,12,7,2,-0.370213669119964,4,4.0
138,1,26,5,-0.3692445754047746,4,4.0
281,2,22,2,-0.36899264343140076,4,4.0
678,4,24,2,-0.36841788880788057,4,4.0
1732,12,2,4,-0.3684129906821095,4,4.0
1259,8,30,5,-0.3683820523913705,4,4.0
1057,7,13,0,-0.3682149453665125,4,4.0
1774,12,8,3,-0.3679676273482888,4,4.0
661,4,22,4,-0.3678668780841667,4,4.0
833,5,24,6,-0.36765520151519615,4,4.0
1399,9,25,0,-0.367025822576078,4,4.0
1460,10,12,3,-0.3667602454999169,4,4.0
259,2,17,2,-0.36662112929109875,4,4.0
206,2,7,0,-0.36660614177243755,4,4.0
712,4,29,3,-0.3662562394465805,4,4.0
886,6,5,1,-0.36625584171954906,4,4.0
1446,10,9,1,-0.3661495309964382,4,4.0
714,4,29,5,-0.36613958124813933,4,4.0
1207,8,19,3,-0.36612201095860997,4,4.0
697,4,27,4,-0.3655437395628139,4,4.0
1055,7,12,6,-0.3654838991509193,4,4.0
1420,10,1,11,-0.3653372924154907,4,4.0
268,2,20,2,-0.36512260962232823,4,4.0
191,2,5,4,-0.3651043590149424,4,4.0
809,5,19,1,-0.3650840617308127,4,4.0
1184,8,13,0,-0.36488329230861544,4,4.0
1369,9,19,5,-0.3648794242946888,4,4.0
891,6,6,5,-0.3647772699806306,4,4.0
1667,11,22,4,-0.36441371351155377,4,4.0
319,2,29,4,-0.364075157305759,4,4.0
1393,9,24,0,-0.36365230863620085,4,4.0
1345,9,15,3,-0.36357690043182045,4,4.0
1335,9,13,7,-0.3634003280039475,4,4.0
243,2,14,4,-0.3631725574711668,4,4.0
237,2,13,3,-0.3631467601054972,4,4.0
35,1,8,5,-0.36266775872034795,4,4.0
228,2,12,3,-0.3626652720305397,4,4.0
861,5,30,6,-0.3624891335063696,4,4.0
494,3,24,5,-0.3624392079260899,4,4.0
1133,7,30,5,-0.3623836460939275,4,4.0
249,2,15,0,-0.3620600687571634,4,4.0
12,1,3,6,-0.36185642322783435,4,4.0
651,4,21,3,-0.36178530406188375,4,4.0
466,3,20,1,-0.3617366918521762,4,4.0
1555,11,2,4,-0.361652810769465,4,4.0
856,5,29,2,-0.3609335295689412,4,4.0
57,1,12,4,-0.36079248823914867,4,4.0
1384,9,22,5,-0.36029604037150564,4,4.0
1096,7,22,3,-0.359962969708096,4,4.0
799,5,17,6,-0.3590098881932707,4,4.0
1361,9,18,3,-0.358849243436013,4,4.0
217,2,9,4,-0.3580429768748489,4,4.0
1854,12,21,0,-0.3577768386619829,4,4.0
105,1,20,3,-0.3577313229295204,4,4.0
1246,8,27,4,-0.35764978237673856,4,4.0
139,1,26,6,-0.35756540165855955,4,4.0
1586,11,7,3,-0.3566706533464064,4,4.0
1814,12,14,2,-0.3565897598919011,4,4.0
813,5,20,1,-0.35620518834765325,4,4.0
22,1,5,7,-0.35613233453991533,4,4.0
1430,10,5,3,-0.3558349676271244,4,4.0
1736,12,3,4,-0.35579705380388815,4,4.0
183,2,4,4,-0.35549165577222774,4,4.0
1518,10,26,0,-0.3553828011863354,4,4.0
265,2,19,4,-0.35451483445178705,4,4.0
995,6,28,5,-0.3545032486499383,4,4.0
737,5,5,7,-0.3544491775493102,4,4.0
1018,7,4,1,-0.35419616886356065,4,4.0
1010,7,3,0,-0.3538654355735462,4,4.0
567,4,5,7,-0.35385612865444815,4,4.0
1723,12,1,1,-0.3537608254098482,4,4.0
1400,9,25,2,-0.35373938043380443,4,4.0
1433,10,6,4,-0.35368127848497577,4,4.0
696,4,27,3,-0.3536414411371933,4,4.0
718,5,1,7,-0.35344715814955907,4,4.0
254,2,16,5,-0.35340301127745105,4,4.0
1519,10,26,2,-0.3533097474510805,4,4.0
1807,12,13,5,-0.3532796429249856,4,4.0
1837,12,18,2,-0.3529963543095485,4,4.0
1376,9,21,0,-0.35297394392368536,4,4.0
745,5,8,2,-0.3528512075580599,4,4.0
1540,10,29,4,-0.35255956102515146,4,4.0
1791,12,10,4,-0.35240933933297003,4,4.0
1729,12,2,1,-0.35222229996666,4,4.0
1613,11,12,6,-0.3521732881091022,4,4.0
229,2,12,5,-0.3519702741247777,4,4.0
1229,8,24,3,-0.3506082691570999,4,4.0
1731,12,2,3,-0.350525312041442,4,4.0
1638,11,17,3,-0.35030943489871813,4,4.0
1447,10,9,4,-0.3499209360509462,4,4.0
1153,8,6,6,-0.34959953939571303,4,4.0
1696,11,27,4,-0.34943168520193985,4,4.0
1103,7,23,4,-0.34890956637170883,4,4.0
1318,9,11,4,-0.34888929330163676,4,4.0
199,2,6,3,-0.3485809666891411,4,4.0
1014,7,3,5,-0.34829308895585404,4,4.0
1616,11,13,2,-0.34740809184428845,4,4.0
92,1,18,5,-0.3473252728528862,4,4.0
435,3,15,6,-0.34714957352918696,4,4.0
1355,9,17,5,-0.3469313673286964,4,4.0
1841,12,19,2,-0.34674251570674125,4,4.0
508,3,27,1,-0.34641967536562107,4,4.0
1402,9,25,5,-0.34614583556633255,4,4.0
1194,8,15,4,-0.34612718550284055,4,4.0
1840,12,19,0,-0.34610177089231486,4,4.0
1802,12,12,2,-0.34543185793552356,4,4.0
660,4,22,3,-0.3451965498190923,4,4.0
318,2,29,3,-0.3449080199641626,4,4.0
1593,11,8,6,-0.3445305591713387,4,4.0
52,1,11,1,-0.3440411810259229,4,4.0
855,5,29,0,-0.3439203793997585,4,4.0
136,1,26,1,-0.3437137788641902,4,4.0
1633,11,16,3,-0.343374130721688,4,4.0
512,3,27,6,-0.34324773817806975,4,4.0
1004,7,2,4,-0.34320924465949076,4,4.0
1115,7,26,2,-0.3424433890053349,4,4.0
225,2,11,3,-0.34213990881349937,4,4.0
932,6,15,0,-0.34193078732866394,4,4.0
1025,7,5,4,-0.3411933936971713,4,4.0
760,5,11,5,-0.34100673892855754,4,4.0
1503,10,23,0,-0.3408852849480272,4,4.0
711,4,29,1,-0.34075872816892383,4,4.0
670,4,23,3,-0.34067344827815427,4,4.0
1416,9,29,4,-0.3405633821003338,4,4.0
1554,11,2,2,-0.34031711674005605,4,4.0
667,4,23,0,-0.340127542768586,4,4.0
