month,day,TIME,TOTAL_FP_IDEX,DSP_CNT_IDEX,clustering,score
7,4,8,-0.23289201457289108,0.047393364928909956,22,4
8,14,6,-0.23266136107705068,0.14705882352941177,10,8
6,23,1,-0.23262269677054384,0.08695652173913043,22,4
5,28,7,-0.23259302035066717,0.1724137931034483,10,8
9,5,8,-0.2324631140039923,0.04878048780487805,22,4
5,22,6,-0.23219524664999477,0.07352941176470588,22,4
5,23,9,-0.2321438647913761,0.182648401826484,10,8
5,8,7,-0.23199262644493393,0.12345679012345678,22,4
10,14,7,-0.23174689516550484,0.057803468208092484,22,4
7,11,6,-0.23137361785742222,0.13157894736842105,10,8
2,11,6,-0.2312454947204029,0.25210084033613445,10,8
3,29,9,-0.23080017630986363,0.20100502512562815,10,8
4,18,8,-0.23012717961821316,0.12269938650306748,22,4
5,26,6,-0.22953233428402028,0.07518796992481203,22,4
6,13,8,-0.2291105296523841,0.09174311926605505,22,4
6,21,11,-0.22893866918292896,0.11583011583011582,22,4
6,15,3,-0.2288641041614752,0.18181818181818182,10,8
6,22,3,-0.22882365825109235,0.0847457627118644,22,4
6,29,1,-0.228541615757589,0.3508771929824561,19,12
10,19,6,-0.22817636844440162,0.22556390977443608,10,8
2,9,8,-0.2279179507574743,0.125,22,4
12,23,1,-0.2276413298225027,0.18018018018018017,10,8
11,11,6,-0.22746344238192207,0.07936507936507936,22,4
8,4,7,-0.22727244703342436,0.24242424242424243,10,8
3,25,7,-0.22669811630394227,0.189873417721519,10,8
7,5,9,-0.22669765856808394,0.13043478260869565,10,8
7,10,1,-0.22654937164314332,0.08928571428571427,22,4
6,17,5,-0.22632057738860303,0.08928571428571427,22,4
2,22,7,-0.22624352563558567,0.06944444444444445,22,4
4,20,7,-0.2260679121556385,0.26143790849673204,19,12
10,19,7,-0.226019977786827,0.05813953488372093,22,4
1,15,5,-0.22590734912832305,0.18518518518518517,10,8
9,26,7,-0.22590199834780667,0.17341040462427743,10,8
1,11,8,-0.2257716308595739,0.1098901098901099,22,4
4,23,7,-0.2253983039080209,0.3184713375796178,19,12
6,24,4,-0.22520664699189638,0.17699115044247787,10,8
7,12,11,-0.2251422614044022,0.037037037037037035,4,6
2,8,7,-0.22488937623149013,0.06896551724137931,22,4
6,10,2,-0.22478596052982389,0.2,10,8
4,4,10,-0.22441703209215164,0.18779342723004694,10,8
7,25,0,-0.2243492750165028,0.1694915254237288,10,8
5,29,7,-0.2240509934211949,0.11428571428571428,22,4
7,29,6,-0.22393600979096917,0.07407407407407407,22,4
8,7,6,-0.22392600638952176,0.14814814814814814,10,8
5,5,10,-0.22389388626412315,0.04310344827586207,4,6
2,3,7,-0.22329371167686934,0.07352941176470588,4,6
4,19,11,-0.22307455397121823,0.04,4,6
10,8,7,-0.22295535510426157,0.1744186046511628,10,8
4,11,8,-0.22277793237326157,0.055248618784530384,4,6
9,13,14,-0.22271659785711995,0.14492753623188406,10,8
8,27,5,-0.22268629961567574,0.18691588785046728,10,8
12,27,6,-0.22247685973792866,0.15748031496062992,10,8
5,10,8,-0.221520865380252,0.16666666666666666,10,8
6,25,5,-0.22151011401666526,0.07936507936507936,4,6
1,29,3,-0.22138941663576303,0.45871559633027525,19,12
5,23,13,-0.22110647214001347,0.07722007722007722,4,6
11,7,8,-0.22086009335349008,0.050761421319796954,4,6
2,7,7,-0.22051581663222072,0.19607843137254902,10,8
1,25,18,-0.22033065099696023,0.07692307692307693,4,6
8,25,7,-0.2198646568308894,0.3389830508474576,19,12
2,3,6,-0.21972092179156522,0.08620689655172414,4,6
7,15,2,-0.21971007434396278,0.08771929824561403,4,6
8,18,1,-0.21955339257077275,0.18018018018018017,10,8
9,19,9,-0.21941050829500053,0.08583690987124463,4,6
6,27,3,-0.21936672770071985,0.14184397163120566,10,8
3,6,8,-0.21909898399801794,0.17045454545454544,10,8
3,5,8,-0.21904671081284102,0.11494252873563218,4,6
1,30,1,-0.21900354127651422,0.09090909090909091,4,6
7,17,7,-0.21898056589914028,0.1694915254237288,10,8
4,27,7,-0.21844188572316567,0.18867924528301885,10,8
4,26,8,-0.21827799455321661,0.11299435028248588,4,6
4,25,8,-0.21794089786053528,0.10752688172043012,4,6
8,3,7,-0.21790225785563822,0.29585798816568043,19,12
6,14,11,-0.21762169494570768,0.038910505836575876,4,6
10,2,12,-0.21748329025258098,0.13114754098360656,10,8
1,16,8,-0.21714704862181855,0.20833333333333331,10,8
1,27,8,-0.21711547865886865,0.05681818181818182,4,6
6,19,6,-0.2169629097683382,0.07194244604316546,4,6
12,5,7,-0.2164590928087264,0.06369426751592357,4,6
11,3,6,-0.21634791542979762,0.08403361344537814,4,6
2,10,6,-0.21627145559078698,0.08771929824561403,4,6
10,10,8,-0.21609279279773252,0.08888888888888889,4,6
8,8,7,-0.21549917974822227,0.28409090909090906,19,12
1,28,4,-0.21526947603398228,0.09708737864077668,4,6
3,25,9,-0.2149370261138055,0.2040816326530612,10,8
8,18,7,-0.21475473142769647,0.05434782608695652,4,6
2,12,6,-0.21432706167078444,0.17543859649122806,10,8
4,23,6,-0.21418150046672554,0.078125,4,6
6,9,7,-0.2141733011383242,0.17857142857142855,10,8
10,24,7,-0.21387624433055136,0.10869565217391304,4,6
8,4,6,-0.21367123833006768,0.07874015748031496,4,6
12,12,7,-0.2135347167044579,0.12578616352201258,10,8
5,1,14,-0.21322031679676587,0.03508771929824561,4,6
4,11,9,-0.21305970629415813,0.09852216748768473,4,6
6,3,6,-0.21298496355251723,0.24390243902439024,10,8
7,13,4,-0.21256752669251316,0.18181818181818182,10,8
5,7,4,-0.21254642358598458,0.2777777777777778,19,12
6,23,4,-0.21247017135764254,0.09174311926605505,4,6
12,7,6,-0.2123332916282787,0.23809523809523808,10,8
7,15,4,-0.21208295776386432,0.1834862385321101,10,8
10,18,8,-0.21201652474466068,0.04608294930875576,4,6
1,21,1,-0.21182273153003703,0.09009009009009009,4,6
1,1,11,-0.211751419499226,0.14563106796116504,10,8
1,4,9,-0.2116371058832869,0.10695187165775401,4,6
10,8,6,-0.21144413532340245,0.0819672131147541,4,6
5,3,11,-0.21116433310518595,0.07692307692307693,4,6
1,14,8,-0.2106225492120697,0.2702702702702703,19,12
3,9,8,-0.21041504868434946,0.05405405405405406,4,6
6,28,10,-0.21039870484397918,0.15444015444015444,10,8
6,29,2,-0.2103411305431354,0.16129032258064516,10,8
8,30,8,-0.20982906124061054,0.10695187165775401,4,6
5,6,7,-0.20974775764719553,0.06622516556291391,4,6
4,1,9,-0.20960566446921391,0.10101010101010102,4,6
5,22,7,-0.20942341032536624,0.12578616352201258,10,8
7,22,5,-0.209321381353472,0.0819672131147541,4,6
6,22,6,-0.2089444064668709,0.13333333333333333,10,8
7,18,13,-0.2089077598380319,0.10791366906474821,4,6
5,1,12,-0.20873559978705322,0.14336917562724014,10,8
2,13,6,-0.20863984862859258,0.24793388429752067,10,8
3,8,11,-0.20837339942664912,0.1020408163265306,4,6
10,10,9,-0.20819283320361204,0.0796812749003984,4,6
4,19,10,-0.20801224436914365,0.08583690987124463,4,6
12,5,10,-0.20797416657753037,0.045454545454545456,4,6
9,22,6,-0.2077031863562219,0.07518796992481203,4,6
11,18,6,-0.20729269892215588,0.3333333333333333,19,12
6,6,14,-0.2071966897312863,0.035460992907801414,4,6
7,22,6,-0.20691004194144869,0.07194244604316546,4,6
5,17,13,-0.20657694377197328,0.11857707509881422,4,6
9,11,7,-0.2065573561086292,0.058823529411764705,4,6
12,26,6,-0.20648769313893015,0.06993006993006994,4,6
6,29,7,-0.20636551998005234,0.05376344086021506,4,6
2,4,8,-0.20601559760088245,0.1639344262295082,10,8
6,20,10,-0.20594101097963535,0.04132231404958678,4,6
2,29,8,-0.2058040773038161,0.18518518518518517,10,8
2,3,8,-0.20578903912846105,0.21505376344086025,10,8
1,17,6,-0.20557715450904893,0.1626016260162602,10,8
2,4,7,-0.20556929374681204,0.13793103448275862,10,8
7,25,7,-0.20469203238512054,0.16853932584269662,10,8
7,12,8,-0.20462851646500463,0.046948356807511735,4,6
3,14,8,-0.20452325723318848,0.23952095808383234,10,8
7,17,6,-0.20437575865703989,0.072992700729927,4,6
1,24,7,-0.20435608210740513,0.11904761904761904,4,6
7,27,6,-0.2042043781324186,0.07142857142857142,4,6
6,14,15,-0.20418102027344792,0.07782101167315175,4,6
12,30,1,-0.20414496532642393,0.10309278350515463,4,6
9,21,7,-0.20379836257235728,0.11428571428571428,4,6
5,19,7,-0.203744623062225,0.1342281879194631,10,8
6,28,9,-0.2035145773535663,0.08097165991902834,4,6
6,15,7,-0.20316339466685515,0.3333333333333333,19,12
4,14,8,-0.20315656094438952,0.05434782608695652,4,6
6,16,8,-0.20305926560058482,0.050761421319796954,4,6
9,12,8,-0.2029545037349374,0.05154639175257732,4,6
1,12,9,-0.20295419478823107,0.05181347150259068,4,6
3,20,8,-0.202539243862617,0.11111111111111112,4,6
10,28,6,-0.20249946037444927,0.07142857142857142,4,6
6,6,13,-0.20231816446806616,0.036101083032490974,4,6
2,24,6,-0.2019707226510319,0.26785714285714285,19,12
9,9,7,-0.2019529493110898,0.060240963855421686,4,6
12,24,2,-0.20193197753570688,0.09523809523809525,4,6
6,18,2,-0.20181417349068584,0.09174311926605505,4,6
7,18,9,-0.20174160365771387,0.16597510373443983,10,8
6,12,2,-0.20149575117138177,0.09433962264150943,4,6
11,23,6,-0.20116470014534554,0.08264462809917356,4,6
10,3,9,-0.20076781236840857,0.08928571428571427,4,6
11,2,6,-0.20067275204882143,0.08403361344537814,4,6
6,27,9,-0.20064433422335512,0.041666666666666664,4,6
2,18,6,-0.20028147649663536,0.3252032520325204,19,12
7,26,9,-0.2001399304673229,0.12096774193548387,4,6
2,20,7,-0.19992980655825682,0.273972602739726,19,12
2,5,8,-0.19986882328317307,0.16759776536312848,10,8
6,6,16,-0.19962147437585584,0.14492753623188406,10,8
7,29,7,-0.19951319008495846,0.05952380952380952,4,6
12,30,3,-0.1990876248707997,0.09803921568627451,4,6
4,18,9,-0.19877255252080536,0.15,10,8
7,20,3,-0.1986709338957676,0.18691588785046728,10,8
7,9,6,-0.19822650356017002,0.15151515151515152,10,8
7,30,1,-0.19820461597646127,0.0819672131147541,4,6
1,28,5,-0.19778550526766514,0.09259259259259259,4,6
7,26,8,-0.1977349237858198,0.13452914798206278,10,8
6,22,7,-0.1977212797916638,0.1092896174863388,4,6
7,12,9,-0.19760474824975294,0.125,4,6
4,12,11,-0.19758133162973623,0.1984126984126984,10,8
8,5,7,-0.19757484341202092,0.12422360248447203,4,6
8,23,10,-0.19706088746339276,0.24193548387096775,10,8
12,28,1,-0.19667115315225464,0.09433962264150943,4,6
11,22,8,-0.19657667918970462,0.05319148936170213,4,6
3,21,9,-0.1965265343461176,0.0546448087431694,4,6
4,25,12,-0.19620480144788155,0.11583011583011582,4,6
6,9,8,-0.19612447346602466,0.1507537688442211,10,8
2,26,7,-0.19577932520442656,0.07518796992481203,4,6
1,8,8,-0.19566669307497067,0.10810810810810811,4,6
4,4,14,-0.1955998809323293,0.04132231404958678,4,6
7,16,1,-0.19551709239155976,0.1639344262295082,10,8
1,22,7,-0.19530151674250248,0.2631578947368421,19,12
8,9,7,-0.19528408356161125,0.24844720496894407,10,8
8,19,6,-0.19487403863845662,0.2836879432624113,19,12
7,12,10,-0.19461512087452468,0.07633587786259542,4,6
8,15,10,-0.19454798452623212,0.08620689655172414,4,6
5,23,8,-0.19454085985904146,0.05050505050505051,4,6
12,25,1,-0.19370508712566675,0.2608695652173913,19,12
12,15,6,-0.1931563879021703,0.08695652173913043,4,6
5,2,11,-0.19291742470023662,0.03636363636363636,4,6
10,6,7,-0.19273697711768,0.18292682926829268,10,8
12,27,9,-0.19269469453873794,0.16483516483516483,10,8
1,27,9,-0.19254068641926061,0.10309278350515463,4,6
10,7,6,-0.19240947330846767,0.234375,10,8
6,18,8,-0.19218496591294726,0.297029702970297,19,12
1,29,7,-0.19207157316149273,0.19736842105263158,10,8
8,21,6,-0.1915050786213903,0.0684931506849315,4,6
9,25,7,-0.19133158652293042,0.06097560975609756,4,6
7,5,13,-0.1911256931236909,0.03636363636363636,4,6
9,2,7,-0.19100124009641944,0.06289308176100629,4,6
9,20,11,-0.19095806702614354,0.1509433962264151,10,8
12,3,7,-0.19095238764609615,0.12903225806451613,10,8
3,22,11,-0.1909079425133026,0.04504504504504504,4,6
3,15,13,-0.19066390379673107,0.08888888888888889,4,6
5,5,11,-0.19045742083131162,0.04,4,6
7,30,6,-0.19036445980036737,0.072992700729927,4,6
2,29,7,-0.19032113161386752,0.07042253521126761,4,6
5,2,14,-0.19011728142809414,0.03663003663003663,4,6
6,6,11,-0.19007659460327783,0.07692307692307693,4,6
2,23,8,-0.18996165627428982,0.125,4,6
11,21,8,-0.18989353093219197,0.10256410256410256,4,6
4,21,8,-0.18986191516606973,0.05434782608695652,4,6
6,11,1,-0.18961861983971567,0.18518518518518517,10,8
10,16,6,-0.1890717740648592,0.07633587786259542,4,6
4,19,12,-0.18898870590281522,0.0392156862745098,4,6
6,19,7,-0.18891760534595312,0.2247191011235955,10,8
8,25,6,-0.1888847557916499,0.07352941176470588,4,6
8,15,8,-0.1888283563640583,0.05235602094240838,4,6
1,25,17,-0.18877882585187733,0.03787878787878788,4,6
10,27,9,-0.1887065688245098,0.04405286343612335,4,6
7,20,7,-0.18828319957657,0.05847953216374269,4,6
1,14,7,-0.18753165695080382,0.06666666666666667,4,6
9,19,8,-0.1873512311267209,0.09615384615384616,4,6
5,3,13,-0.1873039669835031,0.10948905109489052,4,6
8,22,8,-0.1873004272916188,0.13100436681222707,10,8
2,20,6,-0.18711087393894907,0.3252032520325204,19,12
1,9,7,-0.18679819331987965,0.0684931506849315,4,6
8,6,7,-0.18671267438831446,0.06329113924050633,4,6
7,29,1,-0.1865952355791351,0.08771929824561403,4,6
12,20,8,-0.18658822281288884,0.12048192771084337,4,6
10,20,6,-0.1862129080512686,0.21739130434782608,10,8
9,27,9,-0.18614538624894525,0.04424778761061947,4,6
7,16,7,-0.18600257957999447,0.05649717514124294,4,6
5,28,8,-0.18543237417019665,0.14705882352941177,10,8
5,5,14,-0.18541709278556878,0.20242914979757085,10,8
3,29,12,-0.18528858980411944,0.11764705882352941,4,6
1,23,1,-0.1848668498668194,0.08928571428571427,4,6
2,8,8,-0.18479758980306096,0.18072289156626506,10,8
4,5,14,-0.1847174197983709,0.11494252873563218,4,6
1,19,8,-0.1844990279462756,0.29239766081871343,19,12
8,22,13,-0.1844077942486677,0.11278195488721804,4,6
8,8,8,-0.18427247258648752,0.20512820512820512,10,8
8,1,9,-0.1841847077105858,0.042735042735042736,4,6
11,24,1,-0.18409093796924583,0.08620689655172414,4,6
8,20,6,-0.18407743802856788,0.14492753623188406,10,8
10,11,9,-0.18400877471515642,0.17094017094017094,10,8
11,16,6,-0.18399884751111176,0.16,10,8
5,1,10,-0.18391558275095782,0.038910505836575876,4,6
4,29,7,-0.18364926024853234,0.1863354037267081,10,8
1,3,8,-0.18358135834171524,0.11299435028248588,4,6
12,22,6,-0.18356850457027127,0.1626016260162602,10,8
4,4,9,-0.18351987599053207,0.16042780748663105,10,8
3,17,8,-0.18296076833733524,0.16574585635359115,10,8
10,5,7,-0.18269290947249955,0.18867924528301885,10,8
11,4,7,-0.1826497178734896,0.1724137931034483,10,8
1,24,8,-0.18237822314615243,0.26737967914438504,19,12
8,26,7,-0.1823319060559349,0.2247191011235955,10,8
12,5,8,-0.18229243814036936,0.10752688172043012,4,6
3,3,8,-0.18225499334995263,0.16666666666666666,10,8
6,3,7,-0.18224209722314322,0.06211180124223602,4,6
6,6,15,-0.18183606333251454,0.03484320557491289,4,6
5,7,7,-0.181826273661426,0.060240963855421686,4,6
6,19,4,-0.18166842801229258,0.18691588785046728,10,8
4,20,8,-0.18142258644902365,0.05376344086021506,4,6
6,15,6,-0.18130411700214635,0.072992700729927,4,6
5,4,8,-0.18125671916185276,0.04854368932038834,4,6
12,2,7,-0.18071580154064454,0.13157894736842105,10,8
8,2,11,-0.18068770405266574,0.07692307692307693,4,6
7,2,7,-0.1806104565224985,0.06060606060606061,4,6
3,4,8,-0.18003879991229724,0.1694915254237288,10,8
6,18,7,-0.179772563871224,0.2890173410404624,19,12
3,8,14,-0.1796240611411509,0.1724137931034483,10,8
5,12,9,-0.17917106365963376,0.13953488372093023,10,8
6,4,8,-0.17900742310014475,0.14354066985645933,10,8
10,4,10,-0.17885078351271116,0.08298755186721991,4,6
2,21,7,-0.17871408774336264,0.06666666666666667,4,6
9,1,8,-0.17869101490822664,0.14423076923076925,10,8
7,4,10,-0.17835872396912153,0.11450381679389313,4,6
5,12,8,-0.1782430238089776,0.14925373134328357,10,8
4,19,14,-0.1779816165741594,0.0796812749003984,4,6
10,12,7,-0.17739408793441142,0.23121387283236994,10,8
3,19,12,-0.1773870418636857,0.046296296296296294,4,6
3,29,13,-0.17725623658521808,0.12048192771084337,4,6
5,13,8,-0.17706252685383178,0.1020408163265306,4,6
5,14,8,-0.1768517701648823,0.1020408163265306,4,6
7,19,11,-0.17684329330431872,0.11538461538461539,4,6
5,8,8,-0.17634259065971672,0.25,10,8
7,1,6,-0.17608361240320375,0.08,4,6
7,3,7,-0.17604681290656318,0.11976047904191617,4,6
4,15,8,-0.17600834621655329,0.17341040462427743,10,8
3,30,8,-0.17595665124802265,0.10526315789473684,4,6
3,8,10,-0.1758823337343596,0.05405405405405406,4,6
3,11,8,-0.17585437846883825,0.16483516483516483,10,8
12,12,8,-0.17540327482856308,0.05181347150259068,4,6
7,14,6,-0.17484360217155193,0.15503875968992248,10,8
5,10,13,-0.1748252103695382,0.1171875,4,6
6,21,13,-0.1745719604446014,0.11583011583011582,4,6
8,17,8,-0.17419924448686427,0.1388888888888889,10,8
9,20,10,-0.17380019817012302,0.11857707509881422,4,6
10,13,7,-0.17374708881143164,0.1744186046511628,10,8
10,11,10,-0.17370081816007965,0.11320754716981131,4,6
12,18,7,-0.1735923256908987,0.1282051282051282,4,6
11,15,11,-0.17325994698981587,0.2898550724637681,19,12
10,16,7,-0.1726382687837807,0.16759776536312848,10,8
6,29,0,-0.17253381185438918,0.08849557522123894,4,6
6,27,2,-0.17243120223854005,0.07042253521126761,4,6
7,18,8,-0.17187039297470544,0.22026431718061676,10,8
8,28,6,-0.17178944813557298,0.07633587786259542,4,6
10,27,7,-0.17175114434837022,0.12269938650306748,4,6
4,12,10,-0.1711270511807444,0.046511627906976744,4,6
7,5,10,-0.1709443362921038,0.07751937984496124,4,6
3,15,14,-0.17083478229597654,0.042735042735042736,4,6
6,7,13,-0.17078243423280975,0.038910505836575876,4,6
6,20,12,-0.17078118491528527,0.10600706713780919,4,6
1,20,8,-0.17064985578879338,0.1639344262295082,10,8
5,10,11,-0.17064550820521154,0.0816326530612245,4,6
1,15,6,-0.17022593183598508,0.16666666666666666,10,8
4,25,11,-0.17020089910382288,0.041152263374485604,4,6
8,2,10,-0.16959875531274607,0.08,4,6
6,20,9,-0.16958997716791904,0.041666666666666664,4,6
5,27,7,-0.1691070217813628,0.3048780487804878,19,12
4,4,12,-0.1690297185979034,0.03968253968253968,4,6
11,25,6,-0.168958044841175,0.15748031496062992,10,8
10,3,14,-0.16885938645543858,0.10452961672473868,4,6
9,13,11,-0.16880846391566026,0.07547169811320754,4,6
1,21,6,-0.1686289839695481,0.1680672268907563,10,8
6,6,17,-0.16860291493674848,0.10676156583629894,4,6
3,13,9,-0.16833596921363092,0.2631578947368421,19,12
7,23,6,-0.16807882521275366,0.07246376811594203,4,6
8,24,7,-0.16801625924584895,0.22857142857142856,10,8
7,15,7,-0.16731093862297117,0.11695906432748537,4,6
10,3,10,-0.16680506965848027,0.08230452674897121,4,6
8,29,12,-0.1662778025555281,0.11583011583011582,4,6
4,13,8,-0.16618710390173475,0.1098901098901099,4,6
9,13,12,-0.16598447831959623,0.2097902097902098,10,8
1,18,8,-0.1658023557512821,0.16129032258064516,10,8
6,7,10,-0.1654950889188479,0.125,4,6
10,25,10,-0.1654645362691075,0.0749063670411985,4,6
3,11,9,-0.16544070552486018,0.15625,10,8
1,27,7,-0.1648400867788833,0.06369426751592357,4,6
6,23,7,-0.1647487019801125,0.2717391304347826,19,12
9,15,7,-0.1646175019167316,0.24096385542168675,10,8
8,23,13,-0.1644664194896771,0.11764705882352941,4,6
10,3,12,-0.16425163688728633,0.03745318352059925,4,6
5,18,8,-0.16416035840932486,0.10152284263959391,4,6
8,9,8,-0.1631971513297984,0.055248618784530384,4,6
3,14,10,-0.16301810007304054,0.049019607843137254,4,6
10,9,14,-0.16296591719265363,0.1098901098901099,4,6
12,6,9,-0.162942750345119,0.05025125628140704,4,6
8,21,7,-0.16282963781466087,0.16574585635359115,10,8
10,17,9,-0.1628032149108749,0.08620689655172414,4,6
5,9,8,-0.16257849530006357,0.22988505747126436,10,8
9,6,10,-0.16223643206269397,0.04098360655737705,4,6
7,7,7,-0.1622236931188275,0.058823529411764705,4,6
11,16,7,-0.1621577754771719,0.1775147928994083,10,8
7,13,6,-0.16163357765235278,0.07633587786259542,4,6
4,12,12,-0.16160820086467317,0.205761316872428,10,8
10,11,11,-0.16144513399213245,0.10948905109489052,4,6
5,1,11,-0.16133903123734267,0.0364963503649635,4,6
9,6,11,-0.16128619321565632,0.15873015873015872,10,8
6,11,7,-0.16090301994186884,0.05747126436781609,4,6
5,21,8,-0.16074522516766213,0.19607843137254902,10,8
9,29,6,-0.1607283778898902,0.07092198581560283,4,6
10,9,9,-0.1605930428441979,0.08620689655172414,4,6
8,16,11,-0.16000459290111074,0.0706713780918728,4,6
11,17,7,-0.15926867672722833,0.12578616352201258,4,6
5,17,10,-0.1592661425777195,0.0425531914893617,4,6
12,4,6,-0.15917007359097482,0.08620689655172414,4,6
4,3,8,-0.15910875102087352,0.17045454545454544,10,8
8,1,10,-0.1588209281106902,0.10948905109489052,4,6
1,30,3,-0.15870067429411228,0.09174311926605505,4,6
7,4,9,-0.1584720727342962,0.04149377593360996,4,6
9,11,8,-0.15832678872296604,0.09569377990430622,4,6
1,17,8,-0.15829471759262764,0.15625,10,8
9,17,7,-0.1580842808493693,0.11904761904761904,4,6
8,27,6,-0.15799233007896055,0.08064516129032258,4,6
3,15,11,-0.15733221813620243,0.049019607843137254,4,6
5,17,11,-0.15719395959623977,0.07936507936507936,4,6
6,29,5,-0.1570227540900701,0.16,10,8
1,24,9,-0.156810299254879,0.09852216748768473,4,6
6,14,12,-0.15669285099146887,0.11538461538461539,4,6
2,23,9,-0.15575088934603193,0.05714285714285714,4,6
4,18,10,-0.1547756962296909,0.13392857142857142,4,6
4,28,8,-0.15477239211018137,0.05,4,6
10,23,7,-0.15455288850604612,0.2857142857142857,19,12
11,14,9,-0.15431201555119983,0.1680672268907563,10,8
5,26,8,-0.1539124420287202,0.15384615384615385,10,8
6,17,1,-0.15386965857951956,0.08928571428571427,4,6
6,27,4,-0.1538170008733318,0.07518796992481203,4,6
11,16,8,-0.15367530840852037,0.10050251256281408,4,6
11,8,9,-0.15359180820840884,0.13333333333333333,4,6
4,11,14,-0.15339350459232165,0.03816793893129771,4,6
6,13,9,-0.15311217357516693,0.08733624454148471,4,6
11,14,12,-0.15306120531280965,0.10452961672473868,4,6
1,10,7,-0.1529750503544587,0.189873417721519,10,8
10,1,16,-0.15294753741778913,0.03194888178913738,4,6
10,10,13,-0.15294170313907882,0.06872852233676977,4,6
11,19,6,-0.15278509974668458,0.08403361344537814,4,6
3,26,8,-0.15248566988129872,0.05,4,6
9,25,8,-0.15242575241358935,0.16574585635359115,10,8
9,5,15,-0.15215689889470682,0.10948905109489052,4,6
6,26,6,-0.15202936701510467,0.1388888888888889,10,8
11,8,14,-0.1519334581703225,0.21739130434782608,10,8
1,7,6,-0.15182571272454803,0.2564102564102564,10,8
5,13,10,-0.1517600280876962,0.04484304932735426,4,6
3,19,8,-0.1515436630249526,0.11363636363636365,4,6
4,15,10,-0.15138413777376494,0.08968609865470852,4,6
2,16,8,-0.15037529919715104,0.24242424242424243,10,8
2,15,9,-0.15037222029415084,0.05,4,6
2,2,9,-0.15005202557260136,0.11235955056179775,4,6
4,2,8,-0.14996201073920357,0.055248618784530384,4,6
3,28,14,-0.14994686643829616,0.03968253968253968,4,6
12,14,7,-0.149913868786314,0.14285714285714285,10,8
6,7,12,-0.14954563179493335,0.03787878787878788,4,6
12,9,7,-0.14954319558105217,0.19108280254777069,10,8
9,26,8,-0.14909571162826712,0.046511627906976744,4,6
5,16,13,-0.1490478862971067,0.07633587786259542,4,6
1,20,7,-0.14899793550648033,0.27586206896551724,19,12
6,28,11,-0.14886168950776674,0.03676470588235294,4,6
3,3,9,-0.1485089035068812,0.05208333333333333,4,6
8,8,10,-0.14789632853803247,0.04219409282700422,4,6
2,25,7,-0.14787100870530637,0.07092198581560283,4,6
5,10,10,-0.14771215597834966,0.0881057268722467,4,6
6,11,8,-0.14767640891269893,0.14354066985645933,10,8
4,10,8,-0.14760670795560568,0.15544041450777202,10,8
12,21,7,-0.14705720047284074,0.13605442176870747,4,6
8,11,6,-0.14693049281767256,0.16,10,8
8,17,10,-0.14686639060334847,0.11811023622047244,4,6
4,15,9,-0.14685975262901807,0.05050505050505051,4,6
1,7,7,-0.14659759310168258,0.28169014084507044,19,12
4,14,9,-0.14656431022156977,0.10471204188481675,4,6
5,9,9,-0.14642112537570803,0.10638297872340426,4,6
9,6,12,-0.14564947929150981,0.03875968992248062,4,6
1,6,9,-0.14538060097798325,0.053475935828877004,4,6
1,25,16,-0.14518682109793393,0.07407407407407407,4,6
6,20,16,-0.14460240350370698,0.10869565217391304,4,6
4,28,7,-0.14387875366991942,0.4,19,12
7,20,6,-0.1437241432135353,0.14814814814814814,10,8
2,5,7,-0.14371159655072882,0.07352941176470588,4,6
7,23,7,-0.14342314045344684,0.05917159763313609,4,6
2,19,8,-0.14334327359709392,0.2857142857142857,19,12
12,8,7,-0.14306714420545702,0.0625,4,6
3,29,14,-0.14297018780458165,0.1171875,4,6
7,26,11,-0.1429523028384304,0.07042253521126761,4,6
6,26,3,-0.14260307339026596,0.17857142857142855,10,8
9,19,13,-0.1423798036003702,0.17605633802816903,10,8
5,10,16,-0.14222261173298095,0.1639344262295082,10,8
10,18,12,-0.14219466477004516,0.10869565217391304,4,6
3,2,8,-0.14217616147379378,0.2247191011235955,10,8
10,3,15,-0.14201969152810515,0.1090909090909091,4,6
9,16,7,-0.14161739634655265,0.06060606060606061,4,6
6,7,15,-0.14159010273583683,0.08097165991902834,4,6
9,18,7,-0.1413262339972559,0.0625,4,6
3,8,15,-0.14119939113516727,0.12345679012345678,4,6
8,20,7,-0.14106833712061906,0.11111111111111112,4,6
8,13,7,-0.14075271887982357,0.05263157894736842,4,6
9,26,9,-0.1406705480397858,0.3619909502262444,19,12
6,13,10,-0.14042678766793187,0.17094017094017094,10,8
4,11,10,-0.14016633711032483,0.13513513513513514,4,6
12,17,6,-0.14010503699691776,0.08403361344537814,4,6
2,27,6,-0.14008999857847765,0.09009009009009009,4,6
7,14,7,-0.1400245436945294,0.3067484662576687,19,12
11,21,9,-0.13978320425975613,0.13953488372093023,4,6
8,12,7,-0.1395415214899418,0.18404907975460125,10,8
9,2,8,-0.13901918149836354,0.04830917874396135,4,6
1,20,6,-0.13867800537259994,0.08547008547008547,4,6
5,23,10,-0.13867419179860904,0.13100436681222707,4,6
2,27,8,-0.13831135841634806,0.21739130434782608,10,8
12,12,9,-0.13816392142701744,0.2347417840375587,10,8
6,26,7,-0.1378688362599535,0.1744186046511628,10,8
4,12,14,-0.13781935678570834,0.2040816326530612,10,8
11,29,8,-0.13780245056202464,0.15957446808510636,10,8
4,8,8,-0.13776644302483296,0.05291005291005291,4,6
3,8,13,-0.13759191613881516,0.17467248908296942,10,8
